ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,GROUNDWORK GREATER MANCHESTER,01/06/2021,950,CAPITAL SALARIES,V001705619
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,AGILISYS LIMITED,01/06/2021,27250,AGILISYS CONTRACT,V001705621
ROCHDALE BOROUGH COUNCIL,01/06/2021,CHILDREN’S SOCIAL CARE,XMA LIMITED,01/06/2021,132.35,IT EQUIPMENT,V001705622
ROCHDALE BOROUGH COUNCIL,01/06/2021,CHILDREN’S SOCIAL CARE,XMA LIMITED,01/06/2021,75,IT EQUIPMENT,V001705622
ROCHDALE BOROUGH COUNCIL,01/06/2021,CHILDREN’S SOCIAL CARE,XMA LIMITED,01/06/2021,20,IT EQUIPMENT,V001705622
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PHOENIX SOFTWARE LIMITED,01/06/2021,263.2,SOFTWARE,V001705623
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PHOENIX SOFTWARE LIMITED,01/06/2021,263.2,SOFTWARE,V001705623
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,01/06/2021,16.88,IT EQUIPMENT,V001705626
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,01/06/2021,68.69,IT EQUIPMENT,V001705627
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,01/06/2021,10,IT EQUIPMENT,V001705627
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,01/06/2021,125,IT EQUIPMENT,V001705627
ROCHDALE BOROUGH COUNCIL,01/06/2021,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01/06/2021,76.74,PRINTING & STATIONERY,V001705632
ROCHDALE BOROUGH COUNCIL,01/06/2021,ADULT CARE LCO FUNCTIONS,STANNAH LIFT SERVICES LTD,01/06/2021,3024,MINOR BUILDING WORKS,V001705638
ROCHDALE BOROUGH COUNCIL,01/06/2021,RESOURCES,LAVAT CONSULTING LIMITED,01/06/2021,2950,SUBSCRIPTIONS,V001705640
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,HENDHAM HOTEL LTD,01/06/2021,5757,ACCOMMODATION,V001705641
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,01/06/2021,213.75,CONSUMABLES,V001705646
ROCHDALE BOROUGH COUNCIL,01/06/2021,CHILDREN’S SOCIAL CARE,D A LANGUAGES LIMITED,01/06/2021,73,TRANSLATION & INTERPRETATION,V001705647
ROCHDALE BOROUGH COUNCIL,02/06/2021,RESOURCES,BANNER GROUP LIMITED,02/06/2021,173.79,EQUIPMENT - GENERAL,V001705653
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,PARAGON MEDICAL LTD,02/06/2021,1261.35,EXPENSES - GENERAL,V001705656
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BOLTON IMPACT TRUST,02/06/2021,7938,OTHER EST - SEN PROVISION,V001705662
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BOLTON IMPACT TRUST,02/06/2021,5544,OTHER EST - SEN PROVISION,V001705663
ROCHDALE BOROUGH COUNCIL,01/06/2021,PUBLIC HEALTH,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,01/06/2021,1240,EQUIPMENT - GENERAL,V001705665
ROCHDALE BOROUGH COUNCIL,01/06/2021,CHILDREN’S SOCIAL CARE,SAICA NATUR UK LTD,01/06/2021,81,DISPOSAL OF CONFIDENTIAL EQUIPMENT AND W,V001705666
ROCHDALE BOROUGH COUNCIL,01/06/2021,CHILDREN’S SOCIAL CARE,PANORAMIC ASSOCIATES LTD,01/06/2021,2375,AGENCY STAFF,V001705667
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,01/06/2021,491.63,TOXICOLOGY PAYMENTS,V001705669
ROCHDALE BOROUGH COUNCIL,01/06/2021,CHILDREN’S SOCIAL CARE,BOLTON MBC,01/06/2021,1219.8,FEES / COMMISSION,V001705671
ROCHDALE BOROUGH COUNCIL,01/06/2021,EARLY HELP AND SCHOOLS,ROSSENDALE SCHOOL PRIORY,01/06/2021,17412,OTHER LA`S - SEN PROVISION,V001705672
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,CROMWELL POLYTHENE LIMITED,01/06/2021,28500,EQUIPMENT - GENERAL,V001705673
ROCHDALE BOROUGH COUNCIL,01/06/2021,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,01/06/2021,7.45,EQUIPMENT - GENERAL,V001705674
ROCHDALE BOROUGH COUNCIL,01/06/2021,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,01/06/2021,31.96,EQUIPMENT - GENERAL,V001705674
ROCHDALE BOROUGH COUNCIL,01/06/2021,EARLY HELP AND SCHOOLS,BRIGHT FUTURES SCHOOL LTD,01/06/2021,15606,OTHER LA`S - SEN PROVISION,V001705675
ROCHDALE BOROUGH COUNCIL,01/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,GOOD HELP LTD,01/06/2021,24825,GRANTS TO THE VOLUNTARY SECTOR,V001705677
ROCHDALE BOROUGH COUNCIL,02/06/2021,ECONOMY DIRECTORATE,DESIGN FIRE CONSULTANTS LTD,02/06/2021,2700,CONSULTANTS FEES,V001705678
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT, BANCROFT AMENITIES LTD,02/06/2021,6480,ACTIVITIES,V001705681
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT, BANCROFT AMENITIES LTD,02/06/2021,6700,ENVIRONMENTAL WORKS LANDSCAPE,V001705682
ROCHDALE BOROUGH COUNCIL,01/06/2021,RESOURCES,MHR,01/06/2021,1170,SOFTWARE,V001705683
ROCHDALE BOROUGH COUNCIL,01/06/2021,ECONOMY DIRECTORATE,S HALLIWELL LANDSCAPES LTD,01/06/2021,160,SPECIFIED MAINTENANCE,V001705713
ROCHDALE BOROUGH COUNCIL,01/06/2021,EARLY HELP AND SCHOOLS,BRIGHT FUTURES SCHOOL LTD,01/06/2021,15759,OTHER LA`S - SEN PROVISION,V001705716
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,ROYAL MAIL GROUP LTD,02/06/2021,186.65,TRANSACTIONS-EXPENDITURE,V001705717
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,ROYAL MAIL GROUP LTD,02/06/2021,932.24,TRANSACTIONS-EXPENDITURE,V001705717
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,ROYAL MAIL GROUP LTD,02/06/2021,6.75,TRANSACTIONS-EXPENDITURE,V001705717
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,ROUTES HEALTHCARE NORTH LTD,02/06/2021,501.12,HOME CARE - ADULT SERVICES,V001705719
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,ACTION FIRST ASSESSMENTS LTD,02/06/2021,325,FEES / COMMISSION,V001705720
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,EARLEY ORNAMENTALS LTD,02/06/2021,5396.46,"TREES, SHRUBS, PLANTS",V001705723
ROCHDALE BOROUGH COUNCIL,01/06/2021,RESOURCES,MHR,01/06/2021,2160,SOFTWARE,V001705729
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,ACTION FIRST ASSESSMENTS LTD,02/06/2021,1300,FEES / COMMISSION,V001705730
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,ACTION FIRST ASSESSMENTS LTD,02/06/2021,1300,FEES / COMMISSION,V001705731
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,ACTION FIRST ASSESSMENTS LTD,02/06/2021,975,FEES / COMMISSION,V001705732
ROCHDALE BOROUGH COUNCIL,03/06/2021,RESOURCES,TEACRATE RENTALS LTD,03/06/2021,24.64,EXPENSES - GENERAL,V001705741
ROCHDALE BOROUGH COUNCIL,25/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,INTELLIGENCE GROUP LTD,25/06/2021,14657.16,SOFTWARE,V001705812
ROCHDALE BOROUGH COUNCIL,02/06/2021,CHILDREN’S SOCIAL CARE,BALTIMORE CONSULTING LTD,02/06/2021,3281.25,AGENCY STAFF,V001705821
ROCHDALE BOROUGH COUNCIL,02/06/2021,CHILDREN’S SOCIAL CARE,BALTIMORE CONSULTING LTD,02/06/2021,1626.51,AGENCY STAFF,V001705823
ROCHDALE BOROUGH COUNCIL,02/06/2021,RESOURCES,CRITIQOM LIMITED,02/06/2021,529.64,PRINTING & STATIONERY,V001705836
ROCHDALE BOROUGH COUNCIL,02/06/2021,RESOURCES,CRITIQOM LIMITED,02/06/2021,1594.7,POSTAGE,V001705837
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,SALFORD ROYAL NHS FOUNDATION TRUST,02/06/2021,4245.08,SERVICE LEVEL AGREEMENTS,V001705838
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,SALFORD ROYAL NHS FOUNDATION TRUST,02/06/2021,4245.08,SERVICE LEVEL AGREEMENTS,V001705839
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,SALFORD ROYAL NHS FOUNDATION TRUST,02/06/2021,4245.08,SERVICE LEVEL AGREEMENTS,V001705841
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,SALFORD ROYAL NHS FOUNDATION TRUST,02/06/2021,4245.08,SERVICE LEVEL AGREEMENTS,V001705842
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,SALFORD ROYAL NHS FOUNDATION TRUST,02/06/2021,4245.08,SERVICE LEVEL AGREEMENTS,V001705845
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,FORENSICS LTD,02/06/2021,491.63,TOXICOLOGY PAYMENTS,V001705846
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,HILTON CABINET CO LTD,02/06/2021,251.09,MATERIAL - GENERAL,V001705849
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,SARA MEDICS LTD,02/06/2021,173.37,EXPENSES - GENERAL,V001705852
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,STANDARD FUEL OILS,02/06/2021,29000,TRANSACTIONS-EXPENDITURE,V001705853
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,STANDARD FUEL OILS,02/06/2021,603,TRANSACTIONS-EXPENDITURE,V001705853
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,STANDARD FUEL OILS,02/06/2021,375,TRANSACTIONS-EXPENDITURE,V001705853
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,THE PROTON GROUP LIMITED,02/06/2021,238.98,CLEANING MATERIALS,V001705854
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BROWNS BOOK FOR STUDENTS,02/06/2021,6.65,EQUIPMENT - GENERAL,V001705855
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02/06/2021,403.37,DIRECT PAYMENTS,V001705857
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,35416,OTHER EST - SEN PROVISION,V001705858
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,43701,OTHER EST - SEN PROVISION,V001705858
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,8257,OTHER EST - SEN PROVISION,V001705858
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,13320,OTHER EST - SEN PROVISION,V001705858
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,9990,OTHER EST - SEN PROVISION,V001705858
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,35570,OTHER EST - SEN PROVISION,V001705858
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,55163,OTHER EST - SEN PROVISION,V001705859
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,38020,OTHER EST - SEN PROVISION,V001705859
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,16910,OTHER EST - SEN PROVISION,V001705859
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,11430,OTHER EST - SEN PROVISION,V001705859
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,8380,OTHER EST - SEN PROVISION,V001705859
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,BURY MBC,02/06/2021,76019,OTHER EST - SEN PROVISION,V001705859
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,02/06/2021,8535.8,HOME CARE SPOT PURCHASES,V001705863
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,5384,PH OTHER CONTRACTS,V001705864
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,258.71,PH OTHER CONTRACTS,V001705865
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,1976,PH OTHER CONTRACTS,V001705866
ROCHDALE BOROUGH COUNCIL,02/06/2021,ADULT CARE LCO FUNCTIONS,MI HUB LTD,02/06/2021,20.98,"CLOTHES, UNIFORM AND LAUNDRY",V001705868
ROCHDALE BOROUGH COUNCIL,02/06/2021,ECONOMY DIRECTORATE,PENNINE PROSPECTS,02/06/2021,11000,GRANTS TO THE NON VOLUNTARY SECTOR,V001705869
ROCHDALE BOROUGH COUNCIL,02/06/2021,CHILDREN’S SOCIAL CARE,BROWNS BOOK FOR STUDENTS,02/06/2021,36.78,BOOKS/NEWSPAPERS/PERIODICALS,V001705870
ROCHDALE BOROUGH COUNCIL,02/06/2021,CHILDREN’S SOCIAL CARE,BROWNS BOOK FOR STUDENTS,02/06/2021,33.57,BOOKS/NEWSPAPERS/PERIODICALS,V001705870
ROCHDALE BOROUGH COUNCIL,02/06/2021,CHILDREN’S SOCIAL CARE,BROWNS BOOK FOR STUDENTS,02/06/2021,86.64,BOOKS/NEWSPAPERS/PERIODICALS,V001705870
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,7684,PH OTHER CONTRACTS,V001705871
ROCHDALE BOROUGH COUNCIL,02/06/2021,COMMISSIONING AND STATUTORY,BADENOCH & CLARK,02/06/2021,1770,CONSULTANT FEES,V001705872
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,258.71,PH OTHER CONTRACTS,V001705873
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,RECORD UK LTD,02/06/2021,531.43,REPAIRS & ALTS OF BUILDINGS,V001705874
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,434.38,PH OTHER CONTRACTS,V001705875
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,9604,PH OTHER CONTRACTS,V001705877
ROCHDALE BOROUGH COUNCIL,02/06/2021,PUBLIC HEALTH,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,02/06/2021,7640,PH OTHER CONTRACTS,V001705878
ROCHDALE BOROUGH COUNCIL,02/06/2021,RESOURCES,MHR,02/06/2021,16845.43,SOFTWARE,V001705879
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,02/06/2021,291.26,"CLOTHES, UNIFORM AND LAUNDRY",V001706741
ROCHDALE BOROUGH COUNCIL,02/06/2021,EARLY HELP AND SCHOOLS,WHITEGATE NW LTD,02/06/2021,291.26,"CLOTHES, UNIFORM AND LAUNDRY",V001706741
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.01,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,2.85,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,7.38,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,107.7,CONSUMABLES,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.88,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.37,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.37,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.37,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,24.2,CLEANING EQUIPMENT,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,69.3,CONSUMABLES,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,183.6,CONSUMABLES,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,14.56,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,71.64,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,45,CLEANING EQUIPMENT,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,20.48,CONSUMABLES,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,23.88,CLEANING MATERIALS,V001706744
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.6,CLEANING EQUIPMENT,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.6,CLEANING EQUIPMENT,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.01,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,4.38,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,14.1,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.67,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,10.77,CONSUMABLES,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.37,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.43,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.43,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,2.52,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,2.52,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.64,CLEANING MATERIALS,V001706745
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,5.4,CLEANING EQUIPMENT,V001706746
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.6,CLEANING EQUIPMENT,V001706746
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,13.26,CLEANING MATERIALS,V001706746
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,14.9,CLEANING MATERIALS,V001706746
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,7.28,CLEANING MATERIALS,V001706746
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,28.5,CLEANING MATERIALS,V001706747
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,18.2,CLEANING MATERIALS,V001706747
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,71.64,CLEANING MATERIALS,V001706747
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,80.4,CLEANING MATERIALS,V001706747
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,8.8,CLEANING MATERIALS,V001706747
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,8.8,CLEANING EQUIPMENT,V001706747
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.8,CLEANING EQUIPMENT,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,1.8,CLEANING EQUIPMENT,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,12.1,CLEANING EQUIPMENT,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,13.26,CLEANING MATERIALS,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,4.38,CLEANING MATERIALS,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,8.66,CLEANING MATERIALS,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,22.35,CLEANING MATERIALS,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,0.94,CLEANING MATERIALS,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,26.6,CLEANING EQUIPMENT,V001706748
ROCHDALE BOROUGH COUNCIL,02/06/2021,NEIGHBOURHOODS AND ENVIRONMENT,PATTERSONS BRISTOL LTD,02/06/2021,3.64,CLEANING MATERIALS,V001706748
